団体コード,団体名,name,設置場所_名称_カナ,設置場所_住所,設置場所_電話番号,lat,lon,設置場所_詳細,情報源（ソース）,利用可能時間,利用可能日,開始時間,終了時間,日時備考,小児用パッドの有無,AED画像_画像,AED画像_ライセンス,AED画像_画像テキスト,列,施設名称,住所,種別
112186,深谷市,深谷市立岡部小学校,ﾌｶﾔｼﾘﾂｵｶﾍﾞｼｮｳｶﾞｯｺｳ,深谷市普済寺1305,048-585-2023,36.206612,139.247099,１階保健室　東側の窓際,,8:10～16:40,月～金曜日,8:10:00,16:40:00,,無し,,,,,,,
112186,深谷市,埼玉工業大学,,深谷市普済寺1690,,36.195271,139.238141,,,,,,,,,,,,,,,
112186,深谷市,ＪＡ埼玉岡部　本店,,深谷市普済寺1210-1,,36.20352839,139.2469046,,,,,,,,,,,,,,,
112186,深谷市,ふきのとう保育園,,深谷市針ケ谷41-3,,36.19080439,139.2192735,,,,,,,,,,,,,,,
112186,深谷市,深谷市立本郷小学校,ﾌｶﾔｼﾘﾂﾎﾝｺﾞｳｼｮｳｶﾞｯｺｳ,深谷市針ケ谷506,048-585-4191,36.17574211,139.2258678,１階　保健室冷蔵庫の上,,8:15～16:45,月～金曜日,8:15:00,16:45:00,,無し,,,,,,,
112186,深谷市,ＪＡふかや　本郷支店,,深谷市針ケ谷340-1,,36.18176919,139.2202153,,,,,,,,,,,,,,,
112186,深谷市,ＪＡふかや　本郷給油所,,深谷市針ケ谷337,,36.18135811,139.2198904,,,,,,,,,,,,,,,
112186,深谷市,関越自動車道寄居ＰＡ（上り線）,,深谷市本郷3064,,36.1749467,139.1938361,,,,,,,,,,,,,,,
112186,深谷市,あゆみ幼児園,,深谷市今泉46-1,,36.1770582,139.2120583,,,,,,,,,,,,,,,
112186,深谷市,ケアハウス　エンゼルの丘,,深谷市今泉625,,36.1846462,139.2094974,,,,,,,,,,,,,,,
112186,深谷市,深谷市立岡部中学校,ﾌｶﾔｼﾘﾂｵｶﾍﾞﾁｭｳｶﾞｯｺｳ,深谷市山河1214,048-585-2623,36.20027319,139.236097,職員室,,8:10～16:40,月～金曜日,8:10:00,16:40:00,,無し,,,,,,,
112186,深谷市,深谷市岡部公民館,ﾌｶﾔｼｵｶﾍﾞｺｳﾐﾝｶﾝ,深谷市山河1324-1,048-585-4974,36.20102311,139.2313861,事務室,,9:00～22:00,日～土曜日,9:00:00,22:00:00,年末年始は休館,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/d2ef222c-655f-4968-9c32-315691eb7a38.JPG,CC-BY,ＡＥＤ設置場所を岡部公民館正面玄関ロビーから撮った写真,,,,
112186,深谷市,深丘園,ｼﾝｷｭｳｴﾝ,深谷市山河397-1,048-585-2900,36.19206281,139.222798,１階ホール東側の窓際,,9:00～17:00,日時備考以外の日,9:00:00,17:00:00,1月1日、2日及び友引は休館,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/808f2d50-a03f-46e8-bf26-26c4ff5e6b25.JPG,CC-BY,ＡＥＤ設置場所を深丘園入口東側、事務室前廊下から撮った写真,,,,
112186,深谷市,深谷市老人福祉センター岡部荘,ﾌｶﾔｼﾛｳｼﾞﾝﾌｸｼｾﾝﾀｰｵｶﾍﾞｿｳ,深谷市山河1324-1,048-585-1987,36.20073089,139.2315305,１階事務室,,8:30～17:00,日時備考以外の日,8:30:00,17:00:00,月・木・祝日の翌日・年末年始は休館,無し,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/16fa28fe-36fe-4f33-94f2-046fecb5be9c.JPG,CC-BY,AED設置場所を１階事務室から撮った写真,,,,
112186,深谷市,みらい幼児園おかべ,ﾐﾗｲﾖｳｼﾞｴﾝｵｶﾍﾞ,深谷市山河1382,048-585-2429,36.20297316,139.2300821,職員室内金庫の上,,7:30～18:30,月～土曜日,7:30:00,18:30:00,日・祝・年末年始は休園,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/f286fa32-7216-43f8-a6bc-c67bd0b4c74a.JPG,CC-BY,ＡＥＤ設置場所を職員室入り口から撮った写真,,,,
112186,深谷市,深谷市立おかべ幼稚園,ﾌｶﾔｼﾘﾂｵｶﾍﾞﾖｳﾁｴﾝ,深谷市山河1382,048-585-4190,36.20312011,139.2306528,１階小ホール西側,,8:30～17:00,月～金曜日,8:30:00,17:00:00,,有り,,,,,,,
112186,深谷市,柳田医院,,深谷市榛沢新田858-2,,36.208872,139.2159014,,,,,,,,,,,,,,,
112186,深谷市,ＪＡ榛沢　本店,,深谷市榛沢新田580-1,,36.2100413,139.215182,,,,,,,,,,,,,,,
112186,深谷市,深谷市立榛沢小学校,ﾌｶﾔｼﾘﾂﾊﾝｻﾞﾜｼｮｳｶﾞｯｺｳ,深谷市榛沢802-1,048-585-2715,36.21252989,139.2139905,１階職員室内西側戸棚中央,,8:15～16:45,月～金曜日,8:15:00,16:45:00,,無し,,,,,,,
112186,深谷市,東京電力（株）熊谷支社新岡部変電所,,深谷市榛沢1465,,36.20199923,139.2281402,,,,,,,,,,,,,,,
112186,深谷市,深谷市立川本北小学校,ﾌｶﾔｼﾘﾂｶﾜﾓﾄｷﾀｼｮｳｶﾞｯｺｳ,深谷市長在家143,048-583-2007,36.14493819,139.2862714,職員室内西側の書庫入り口,,8:15～16:45,月～金曜日,8:15:00,16:45:00,,無し,,,,,,,
112186,深谷市,深谷市川本公民館,ﾌｶﾔｼｶﾜﾓﾄｺｳﾐﾝｶﾝ,深谷市菅沼1009,048-583-3234,36.137328,139.2852637,事務室,,9:00～22:00,日～土曜日,9:00:00,22:00:00,年末年始は休館,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/f21b87a0-0d7d-467e-9fcf-121ca89655d2.JPG,CC-BY,事務室内、窓口に向かって左手レジスターの奥に設置,,,,
112186,深谷市,深谷市高齢者福祉青少年活動複合施設もくせい館,ﾌｶﾔｼｺｳﾚｲｼｬﾌｸｼｾｲｼｮｳﾈﾝｶﾂﾄﾞｳﾌｸｺﾞｳｼｾﾂﾓｸｾｲｶﾝ,深谷市菅沼401,048-583-7733,36.1395055,139.2864079,１階事務室,,8：30～17：00,日時備考以外の日,8:30:00,17:00:00,火・水、年末年始は休館,無し,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/d62e3441-7412-423d-a7ef-27c3bda6b07f.JPG,CC-BY,AED設置場所を１階事務室から撮った写真,,,,
112186,深谷市,深谷市立川本南小学校,ﾌｶﾔｼﾘﾂｶﾜﾓﾄﾐﾅﾐｼｮｳｶﾞｯｺｳ,深谷市本田4888,048-583-3019,36.121392,139.28602,職員室　南側出入り口付近,,8:10～16:40,月～金曜日,8:10:00,16:40:00,,無し,,,,,,,
112186,深谷市,埼玉県立深谷はばたき特別支援学校,,深谷市本田50,,36.13191769,139.2809005,,,,,,,,,,,,,,,
112186,深谷市,ＪＡふかや　川本支店,,深谷市本田339-1,,36.12696,139.284412,,,,,,,,,,,,,,,
112186,深谷市,埼玉県農林公園,,深谷市本田5768-1,,36.112332,139.28824,,,,,,,,,,,,,,,
112186,深谷市,ＪＡふかや　川本給油所,,深谷市本田339-3,,36.126571,139.284362,,,,,,,,,,,,,,,
112186,深谷市,川本サングリーンパーク,ｶﾜﾓﾄｻﾝｸﾞﾘｰﾝﾊﾟｰｸ,深谷市本田5990,048-583-5611,36.110299,139.284288,川本サングリーンパーク内事務室,,9:00～17:00,水～月曜日,9:00:00,17:00:00,毎週火曜は休園日,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/1724feed-2f74-467a-b3d1-8e3e63251daf.jpg,CC-BY,ＡＥＤ設置場所をサングリーンパーク事務所入り口から中に向かって撮った写真,,,,
112186,深谷市,清水クリニック,,深谷市畠山1709,,36.12746,139.2742625,,,,,,,,,,,,,,,
112186,深谷市,深谷市立川本中学校,ﾌｶﾔｼﾘﾂｶﾜﾓﾄﾁｭｳｶﾞｯｺｳ,深谷市田中530,048-583-2014,36.13686969,139.2783754,１階保健室廊下側,,8:15～16:45,月～金曜日,8:15:00,16:45:00,,無し,,,,,,,
112186,深谷市,（株）パールトータルサービス本社事務所,,深谷市田中2065,,36.14511319,139.2641982,,,,,,,,,,,,,,,
112186,深谷市,ＪＡふかや　武川支店,,深谷市田中603-1,,36.14049711,139.2776197,,,,,,,,,,,,,,,
112186,深谷市,深谷市川本総合支所,ﾌｶﾔｼｶﾜﾓﾄｿｳｺﾞｳｼｼｮ,深谷市田中197,048-583-2781,36.13910281,139.2816083,1階事務室内,,8:30～17:15,月～金曜日,8:30:00,17:15:00,土・日曜、休日、年末年始は不可,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/cf4a15b8-9856-4e1a-a9d8-53888254dec0.JPG,CC-BY,1階事務室内を撮影,,,,
112186,深谷市,谷口医院,,深谷市武蔵野1706-1,,36.13695761,139.2216934,,,,,,,,,,,,,,,
112186,深谷市,デイサービスセンター花園,,深谷市永田1447-2,,36.13518939,139.2573163,,,,,,,,,,,,,,,
112186,深谷市,深谷市老人福祉センター花園荘,ﾌｶﾔｼﾛｳｼﾞﾝﾌｸｼｾﾝﾀｰﾊﾅｿﾞﾉｿｳ,深谷市荒川866,048-584-6110,36.12389619,139.2405514,１階事務室,,8：30～17：15,日時備考以外の日,8:30:00,17:15:00,月・金・祝日の翌日・年末年始は休館,無し,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/3f50d654-4cda-44d0-98fb-47df638dd75d.JPG,CC-BY,AED設置場所を１階事務室から撮った写真,,,,
112186,深谷市,花園耳鼻咽喉科医院,,深谷市小前田2060-1,,36.132984,139.231576,,,,,,,,,,,,,,,
112186,深谷市,深谷市立花園小学校,ﾌｶﾔｼﾘﾂﾊﾅｿﾞﾉｼｮｳｶﾞｯｺｳ,深谷市小前田1463-1,048-584-0478,36.127937,139.229927,本校舎１階　保健室廊下側　,,8:15～16:45,月～金曜日,8:15:00,16:45:00,,無し,,,,,,,
112186,深谷市,深谷市立花園中学校,ﾌｶﾔｼﾘﾂﾊﾅｿﾞﾉﾁｭｳｶﾞｯｺｳ,深谷市小前田1980,048-584-0634,36.134805,139.227365,職員室内　東側の廊下側,,8:15～16:45,月～金曜日,8:15:00,16:45:00,,無し,,,,,,,
112186,深谷市,深谷市花園公民館,ﾌｶﾔｼﾊﾅｿﾞﾉｺｳﾐﾝｶﾝ,深谷市小前田2345-1,048-584-2184,36.133107,139.226188,１階事務室,,9:00～22:00,日～土曜日,9:00:00,22:00:00,年末年始は休館,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/06a637d4-eb86-4ea3-ae86-38e3856e0a92.JPG,CC-BY,ＡＥＤ設置場所を事務所窓口外側から撮った写真,,,,
112186,深谷市,深谷市花園文化会館アドニス,ﾌｶﾔｼﾊﾅｿﾞﾉﾌﾞﾝｶｶｲｶﾝｱﾄﾞﾆｽ,深谷市小前田2966,048-584-6125,36.137322,139.230357,事務所内キャビネット,,9:00～21:30,12月29日～1月3日を除く全日,9:00:00,21:30:00,臨時休館等もありえます。,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/8275e006-917e-4b33-ab88-ed2bbe6918e4.jpg,CC-BY,ＡＥＤ設置場所をアドニス事務所入口側から撮影した写真,,,,
112186,深谷市,ＪＡ花園　本店,,深谷市小前田1169,,36.12812,139.222619,,,,,,,,,,,,,,,
112186,深谷市,花園総合支所,ﾊﾅｿﾞﾉｿｳｺﾞｳｼｼｮ,深谷市小前田2345-1,048‐584‐1121,36.133107,139.226188,1階事務室内の南側の窓際,,8:30～17:15,月～金曜日,8:30:00,17:15:00,土・日・祝・年末年始は休館,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/54b83c11-95ef-48e2-a366-80f3a476cb46.JPG,CC-BY,AED設置場所を１階事務室から撮った写真,,,,
112186,深谷市,埼玉県社会福祉事業団花園,,深谷市小前田2691,,36.137533,139.225482,,,,,,,,,,,,,,,
112186,深谷市,深谷市立花園幼稚園,ﾌｶﾔｼﾘﾂﾊﾅｿﾞﾉﾖｳﾁｴﾝ,深谷市小前田1503,048-584-1779,36.127068,139.229135,職員室の薬品棚の中,,8:15～17:00,月～金曜日,8:15:00,17:00:00,,有り,,,,,,,
112186,深谷市,東都医療大学,,深谷市上柴町西４丁目2-11,,36.180237,139.298905,,,,,,,,,,,,,,,
112186,深谷市,サンラインスポーツクラブ,,深谷市原郷2132-1,,36.193892,139.295935,,,,,,,,,,,,,,,
112186,深谷市,ボートピア,,深谷市沓掛86,,36.222268,139.225461,,,,,,,,,,,,,,,
112186,深谷市,深谷市社会福祉協議会,ﾌｶﾔｼｼｬｶｲﾌｸｼｷｮｳｷﾞｶｲ,深谷市本住町12-8,048-573-6563,36.197066,139.285833,１階ホール自動ドア入って左側,,9：00～22：00,毎日,9:00:00,22:00:00,12月29日～1月3日は休館,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/f2c3b5c5-c587-4bb5-b314-39dadb32757f.jpg,CC-BY,ＡＥＤ設置場所を自動ドアを入った状態から撮った写真,,,,
112186,深谷市,あさみ医院,,深谷市黒田340-1,,36.132337,139.253831,,,,,,,,,,,,,,,
112186,深谷市,あねとす病院,,深谷市人見1975,,36.162236,139.264527,,,,,,,,,,,,,,,
112186,深谷市,磯部クリニック,,深谷市新井926,,36.2169678,139.3123909,,,,,,,,,,,,,,,
112186,深谷市,おおしまクリニック,,深谷市上柴西６丁目19-10,,36.178565,139.2899027,,,,,,,,,,,,,,,
112186,深谷市,上柴クリニック,,深谷市上野台2321-2,,36.180662,139.2824698,,,,,,,,,,,,,,,
112186,深谷市,北深谷病院,,深谷市江原350,,36.22415286,139.3265478,,,,,,,,,,,,,,,
112186,深谷市,くろや整形外科医院,,深谷市田中2643-8,,36.15383989,139.2803241,,,,,,,,,,,,,,,
112186,深谷市,こくさいじクリニック,,深谷市国済寺347-1,,36.19205569,139.2972433,,,,,,,,,,,,,,,
112186,深谷市,彩花クリニック,,深谷市小前田2533-1,,36.13331919,139.2198549,,,,,,,,,,,,,,,
112186,深谷市,斉藤内科医院,,深谷市東大沼176,,36.202282,139.2778528,,,,,,,,,,,,,,,
112186,深谷市,上武内科クリニック,,深谷市本田ヶ谷210-2,,36.2096882,139.3315676,,,,,,,,,,,,,,,
112186,深谷市,須藤医院,,深谷市小前田2799-1,,36.13631631,139.2299235,,,,,,,,,,,,,,,
112186,深谷市,高田医院,,深谷市原郷4-14,,36.195916,139.291935,,,,,,,,,,,,,,,
112186,深谷市,樋口医院,,深谷市本郷78,,36.181472,139.219263,,,,,,,,,,,,,,,
112186,深谷市,福島医院,,深谷市上野台2778-1,,36.181512,139.276928,,,,,,,,,,,,,,,
112186,深谷市,プラーナクリニック,,深谷市柏合144-2,,36.18052,139.269346,,,,,,,,,,,,,,,
112186,深谷市,益岡医院,,深谷市岡部1243,,36.202809,139.250835,,,,,,,,,,,,,,,
112186,深谷市,みやはらクリニック,,深谷市田中2113,,36.149443,139.275733,,,,,,,,,,,,,,,
112186,深谷市,矢部耳鼻咽喉科,,深谷市上柴町東４丁目13-6,,36.182212,139.30177,,,,,,,,,,,,,,,
112186,深谷市,楽仙堂病院,,深谷市東方2100,,36.194062,139.310823,,,,,,,,,,,,,,,
112186,深谷市,白倉クリニック,,深谷市仲町7-5,,36.19593,139.282914,,,,,,,,,,,,,,,
112186,深谷市,埼玉ガス株式会社,,深谷市伊勢方395-1,,36.19695043,139.2567405,,,,,,,,,,,,,,,
112186,深谷市,深谷駅市民サービスセンター,ﾌｶﾔｴｷｼﾐﾝｻｰﾋﾞｽｾﾝﾀｰ,深谷市西島町３丁目1-8,048-574-6333,36.19139,139.2809,市民サービスセンター内文書キャビネット上に設置,,9:00～17:00施設利用者がいる場合は最長20:00まで利用可施設内巡回時および昼休み12:00～13:00は職員不在のため利用不可,月～日曜日,9:00:00,17:00:00,年末年始（12月29から1月3日）は施設休業のため利用不可,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/23259ad1-d0e1-4d1e-9554-2432e5c56321.JPG,CC-BY,AED設置場所を深谷駅市民サービスセンター出入口から撮影,,,,
112186,深谷市,旧渋沢邸「中の家」,ｷｭｳｼﾌﾞｻﾜﾃｲ「ﾅｶﾝﾁ」,深谷市血洗島247－1,048-587-1100,36.23384,139.25562,主屋土間正面奥の上り口収納箱内に設置,,9:00～17:00,12/29～1/3を除く毎日,9:00:00,17:00:00,古い建物を公開しているため、豪雨や台風等により、見学者に危険が及ぶと判断された際には臨時休館する場合あり。連絡先の電話番号は渋沢栄一記念館を記載。,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/11f38cf2-fe3c-4403-a0e7-d6271b5d7f30.JPG,CC-BY,主屋土間正面奥の上り口（あがりぐち）を撮影したもの,,,,
112186,深谷市,上柴コミュニティセンター,ｶﾐｼﾊﾞｺﾐｭﾆﾃｨｾﾝﾀｰ,東方4284－1,048-575-1679,36.17762,139.31641,多目的ホール,,9:00～22:00,毎日,9:00:00,22:00:00,年末年始は休館,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/b043716d-905c-423e-af90-39020ee4c546.JPG,CC-BY,館内に入って右手方向を撮影した写真,,,,
112186,深谷市,くれよんかん,ｸﾚﾖﾝｶﾝ,萱場14－9,048-573-5770,36.19572,139.26652,事務室,,9:00～22:00,毎日,9:00:00,22:00:00,年末年始は休館,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/d114e109-35d8-49cc-ac7f-4a11d1078ec1.JPG,CC-BY,館内に入って事務室を撮影した写真,,,,
112186,深谷市,深谷市立川本図書館,ﾌｶﾔｼﾘﾂｶﾜﾓﾄﾄｼｮｶﾝ,深谷市菅沼1146-1,048-583-6250,36.1367,139.28516,カウンター内,,10:00～19:00,火～日曜日,10:00:00,19:00:00,月曜休館,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/2f1b6b0f-b3ac-492b-a42d-5777ac84e0bc.JPG,CC-BY,館内に入ってカウンター内を撮影した写真,,,,
112186,深谷市,深谷市立花園こども情報交流図書館アクロス,ﾌｶﾔｼﾘﾂﾊﾅｿﾞﾉｺﾄﾞﾓｼﾞｮｳﾎｳｺｳﾘｭｳﾄｼｮｶﾝｱｸﾛｽ,深谷市小前田1463-2,048-579-1333,36.12858,139.2314,カウンター内,,10:00～19:00,火～日曜日,10:00:00,19:00:00,月曜休館,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/216b54e8-cc77-46a0-809b-0907070f063e.JPG,CC-BY,館内に入ってカウンター内を撮影した写真,,,,
112186,深谷市,深谷市花植木公設地方卸売市場,ﾌｶﾔｼﾊﾅｳｴｷｺｳｾﾂﾁﾎｳｵﾛｼｳﾘｲﾁﾊﾞ,深谷市櫛引22,048-572-1226,36.1568,139.23504,一階事務室窓口内,,8:30～17:00,年末年始以外,8:30:00,17:00:00,12月30日～1月3日まで休館,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/64f3857d-f98c-433e-a7b0-ce17230710f3.JPG,CC-BY,事務所入り口から撮影。,,,,
112186,深谷市,川本農業者トレーニングセンター,ｶﾜﾓﾄﾉｳｷﾞｮｳｼｬﾄﾚｰﾆﾝｸﾞｾﾝﾀｰ,深谷市畠山1577,048-583-4781,36.12978,139.27829,一階事務室窓口前,,9:00～22:00,年末年始以外,9:00:00,22:00:00,12月29日～1月3日まで休館,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/8d41d0b9-58f6-4258-8f25-a1f72ad2bc95.JPG,CC-BY,川本トレセン玄関から撮影,,,,
112186,深谷市,花園農業者トレーニングセンター,ﾊﾅｿﾞﾉﾉｳｷﾞｮｳｼｬﾄﾚｰﾆﾝｸﾞｾﾝﾀｰ,深谷市小前田2299,048-584-3910,36.1366,139.22774,一階事務室内,,9:00～22:00,年末年始以外,9:00:00,22:00:00,12月29日～1月3日まで休館,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/3e9c39a9-a498-4a22-a53e-2ed7c486bb34.JPG,CC-BY,花園トレセン玄関から撮影,,,,
112186,深谷市,岡部浄水場　水道庁舎,ｵｶﾍﾞｼﾞｮｳｽｲｼﾞｮｳ　ｽｲﾄﾞｳﾁｮｳｼｬ,深谷市岡部1086,048-577-7527,36.19911,139.25021,１階トイレ前,,8：30～17：15,月～金曜日,8:30:00,17:15:00,土・日・祝・年末年始は休館,無し,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/bb8e0c49-bb66-4a42-9de3-3b8044942915.JPG,CC-BY,岡部浄水場内の水道庁舎入り口からＡＥＤが設置されている1階トイレ前を撮った写真,,,,
112186,深谷市,仙元山公園遊園地（わんぱくランド）,ｾﾝｹﾞﾝﾔﾏｺｳｴﾝﾕｳｴﾝﾁ（ﾜﾝﾊﾟｸﾗﾝﾄﾞ）,深谷市上野台2567,048-572-3000,36.1759,139.27401,事務所,,9:00～17:00※7・8月は9:00～18:00※11月～2月は9:00～16:00,休園日以外,9:00:00,17:00:00,休園日は毎月第２木曜日、１月１日～２日連絡先の電話番号は深谷市総合体育館内を記載。,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/8ecc5630-1ecb-4b11-9a7f-f476998730c7.JPG,CC-BY,AED設置場所（事務室）をわんぱくランド1階管理棟入口から撮った写真,,,,
112186,深谷市,深谷市岡部総合支所,ﾌｶﾔｼｵｶﾍﾞｿｳｺﾞｳｼｼｮ,深谷市岡2381番地,048‐585‐2211,36.20431,139.23483,1階ホール北側の壁際(正面玄関を入り左壁際）,,8：30～17：15,月～金曜日,8:30:00,17:15:00,12月29日～1月3日、土・日・祝日は閉庁,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/b579f55a-413e-4922-bf4e-532f880911d7.JPG,CC-BY,１階AED設置個所をホール中央付近から撮影,,,,
112186,深谷市,はたらふれあい館,ﾊﾀﾗﾌﾚｱｲｶﾝ,深谷市東方1710-1,048-575-0677,36.19434,139.31157,１階事務室,,8：30～22：00,年末年始以外,8:30:00,22:00:00,年末年始（12月29日～１月３日）は休館,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/67e4c087-8010-4d6a-9413-0419f2f7ca09.JPG,CC-BY,AED設置場所を１階事務室から撮った写真,,,,
112186,深谷市,深谷市民体育館,ﾌｶﾔｼﾐﾝﾀｲｲｸｶﾝ,深谷市本住町17-1,048-572-9581,36.20045,139.28637,出入り口横　壁にボックスを設置,,9:00～22:00,日～土曜日,9:00:00,22:00:00,年末年始は休館連絡先の電話番号は生涯スポーツ振興課を記載。,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/eff076f7-5261-4934-81a7-f5aba3c73b84.JPG,CC-BY,ＡＥＤ設置場所を市民体育館出入り口から撮った写真,,,,
112186,深谷市,道の駅はなぞの（花園地域物産館アルエット）,ﾐﾁﾉｴｷﾊﾅｿﾞﾉ（ﾊﾅｿﾞﾉﾁｲｷﾌﾞｯｻﾝｶﾝｱﾙｴｯﾄ）,深谷市小前田458-1,048-584-5225,36.12183,139.2273,アルエット事務室内,,9:00～19:00,通年で利用可,9:00:00,19:00:00,12月29日～31日は休館,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/8871f522-fcd7-4a5b-816e-e91d4a9d6da7.JPG,CC-BY,ＡＥＤ設置場所を事務所入り口から撮った写真,,,,
112186,深谷市,深谷市消防本部　深谷消防署　藤沢分署,ﾌｶﾔｼｼｮｳﾎﾞｳﾎﾝﾌﾞ ﾌｶﾔｼｮｳﾎﾞｳｼｮ ﾌｼﾞｻﾜﾌﾞﾝｼｮ,深谷市人見986,048-572-5752,36.16711,139.27059,事務室内,,0:00～24:00,常時使用可能,0:00:00,0:00:00,常時使用可能　※但し出場中を除く,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/d1fcfc58-2332-46de-8b37-57684656fe94.jpg,CC-BY,事務室内からAEDを中心に撮影した画像,,,,
112186,深谷市,深谷市消防本部　深谷消防署　豊里分署,ﾌｶﾔｼｼｮｳﾎﾞｳﾎﾝﾌﾞ ﾌｶﾔｼｮｳﾎﾞｳｼｮ ﾄﾖｻﾄﾌﾞﾝｼｮ,深谷市下手計176番地1,048-587-3291,36.23029,139.26769,受付内,,0:00～24:00,常時使用可能,0:00:00,0:00:00,常時使用可能　※但し出場中を除く,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/b70d1253-dd33-448d-aab8-586bc519e4d0.jpg,CC-BY,１階受付室から撮影,,,,
112186,深谷市,深谷市消防本部　深谷消防署　岡部分署,ﾌｶﾔｼｼｮｳﾎﾞｳﾎﾝﾌﾞ ﾌｶﾔｼｮｳﾎﾞｳｼｮ ｵｶﾍﾞﾌﾞﾝｼｮ,深谷市岡2394-1,048-585-3950,36.20401,139.23413,１階事務室東側,,0:00～24:00,常時使用可能,0:00:00,0:00:00,常時使用可能　※但し出場中を除く,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/8997b312-8ddf-4a9b-baae-4448fa89f9f3.JPG,CC-BY,AED設置場所を受付窓から撮った写真,,,,
112186,深谷市,深谷市消防本部　深谷消防署　上柴分署,ﾌｶﾔｼｼｮｳﾎﾞｳﾎﾝﾌﾞ ﾌｶﾔｼｮｳﾎﾞｳｼｮ ｶﾐｼﾊﾞﾌﾞﾝｼｮ,深谷市上柴町東3丁目1番地20,048-574-3311,36.17947,139.3066,玄関を入り正面の受付の棚,,0:00～24:00,常時使用可能,0:00:00,0:00:00,常時使用可能　※但し出場中を除く,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-19/0/ATTACH/66ff077b-b95c-4620-90a6-7e321fc52f4a.JPG,CC-BY,AEDの設置場所を玄関から撮影,,,,
112186,深谷市,深谷市消防本部　花園消防署　,ﾌｶﾔｼｼｮｳﾎﾞｳﾎﾝﾌﾞ ﾊﾅｿﾞﾉｼｮｳﾎﾞｳｼｮ,深谷市小前田537,048-584-0119,36.12062,139.22862,1階 署事務室南東側,,0:00～24:00,常時使用可能,0:00:00,0:00:00,,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-20/0/ATTACH/ad281bc1-3d2b-4c24-b1c1-3e1053569cc9.JPG,CC-BY,AED設置場所を署事務室入り口から撮った写真,,,,
112186,深谷市,深谷市消防本部　花園消防署　川本分署,ﾌｶﾔｼｼｮｳﾎﾞｳﾎﾝﾌﾞ ﾊﾅｿﾞﾉｼｮｳﾎﾞｳｼｮ ｶﾜﾓﾄﾌﾞﾝｼｮ,深谷市田中873-9,048-583-2795,36.13949,139.2735,１階受付、指令端末モニター隣,,0:00～24:00,常時使用可能,0:00:00,0:00:00,常時使用可能　※但し出場中を除く,有り,https://fukaya.geocloud.jp/webgis/Link/org/12-20/0/ATTACH/c6a09cd9-aa07-4f9f-a380-87c1f71b8ac7.JPG,CC-BY,AED設置場所を受付から撮った写真,,,,
